apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2024-10-11,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-11-06,GUATEMALA,YES,2024-11-06,1985.0,GUATEMALA,Female,FEDERAL DETENTION CENTER (FDC),c0ae063ea48af65701e3f01bdae32ab2f459e9eb,2024-10-11 09:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,280065
2024-10-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-11-05,MEXICO,YES,2006-05-11,1971.0,MEXICO,Male,YAKIMA Fug Ops,4fd5c39f8758442589dcebbe8083a05ceb8b49a5,2024-10-11 10:14:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,115980
2024-10-11,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-10-29,MEXICO,YES,2024-10-22,1958.0,MEXICO,Female,FEDERAL DETENTION CENTER (FDC),6db46579623b006832fd13b57808f0e3840c8e3f,2024-10-11 10:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,159003
2024-10-15,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Located,3 Other Immigration Violator,6-Deported/Removed - Deportability,[10] Visa Waiver Deportation / Removal,2025-01-10,SPAIN,YES,2024-11-06,1991.0,SPAIN,Female,NORTHWEST DETENTION CENTER DETAINED DOCKET,23665f80af0ef2040d25233790ee5df418257fa4,2024-10-15 15:17:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,51394
2024-10-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2006.0,GUATEMALA,Female,SEATTLE NON-DETAINED DOCKET,f7bf9ba5e3c835439d18b7c15f80bff22f9a247c,2024-10-16 10:26:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,359528
2024-10-16,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-11-26,MEXICO,YES,1994-03-07,1970.0,MEXICO,Male,YAKIMA Fug Ops,6e017fc6c4d67a7f0c3cfbbac79e62ad008d1151,2024-10-16 10:39:29 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,159463
2024-10-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-10-18,GUATEMALA,YES,2023-11-03,1995.0,GUATEMALA,Female,SEATTLE NON-DETAINED DOCKET,bb8626958336c0ec61362897810ad16abdb83501,2024-10-16 11:47:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,272460
2024-10-16,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1998.0,SOMALIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,104a3fb2813f1ab030b108c145ca402de3315c01,2024-10-16 11:53:06 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,23654
2024-10-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-10-18,GUATEMALA,YES,2023-11-03,2015.0,GUATEMALA,Female,SEATTLE NON-DETAINED DOCKET,05352a5abfbc607c9f5fbe545175dd5321a6745e,2024-10-16 12:31:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,7631
2024-10-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-06,GUATEMALA,YES,2024-07-24,2002.0,GUATEMALA,Male,SEATTLE NON-DETAINED DOCKET,a5f75d6d5f9bfda6fb3780f066350ba82aeb5187,2024-10-16 15:43:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,241053
2024-10-17,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,ACTIVE,[5C] Relief Granted - Withholding of Deportation / Removal,,,YES,2025-02-11,1991.0,CUBA,Female,FEDERAL DETENTION CENTER (FDC),99f2687fa397f09d316ba6dfde26bf4c3c4802bc,2024-10-17 10:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,223435
2024-10-18,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,B-Relief Granted,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1974.0,MEXICO,Female,FEDERAL DETENTION CENTER (FDC),a2c95345ae80fce4b455b999cbaf73dfa605945d,2024-10-18 08:07:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,236295
2024-10-20,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-01-17,CANADA,YES,2025-01-03,1996.0,CANADA,Male,,95a1511e24cf64f1a44a3c477964768a265ff5b1,2024-10-20 05:57:44 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,217344
2024-10-20,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-24,INDIA,NO,,2002.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,a95bf50949d1a1889f80e418c3636cca93360947,2024-10-20 18:40:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,245942
2024-10-21,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-18,GUATEMALA,YES,2024-11-01,1990.0,GUATEMALA,Male,AIRWAY HEIGHTS,a6a656f9c69c6eb454a6d2ee5ce006bea8028611,2024-10-21 09:21:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,242018
2024-10-21,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-12,MEXICO,YES,2024-11-01,1975.0,MEXICO,Male,WASHINGTON CORRECTIONS CENTER (Shelton),e109ffb672c004333eb615b477c6f21a946e41df,2024-10-21 10:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,326797
2024-10-21,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1985.0,"CHINA, PEOPLES REPUBLIC OF",Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,fadd4068ba0731f5961aab3c496065931f8c2e38,2024-10-21 16:09:22 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,364079
2024-10-22,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,NO,,1987.0,MEXICO,Male,YAKIMA Fug Ops,7c685b458c0e064d350447467cff7faa4e5536ad,2024-10-22 14:41:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,180593
2024-10-23,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2001.0,INDIA,Male,SEATTLE NON-DETAINED DOCKET,d4141544cd68a0d22797b9ffe81a38d0bb1079da,2024-10-23 08:30:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,308153
2024-10-23,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,A-Proceedings Terminated,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1985.0,CANADA,Female,,13ba33b40cf8ed3193077cb5978169e5e19c4f72,2024-10-23 13:26:58 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,28625
2024-10-25,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1991.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,b8b0e1a449989cbaebb67ec8a9180ca2ce8ff061,2024-10-25 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,268179
2024-10-25,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1997.0,VENEZUELA,Female,SEATTLE NON-DETAINED DOCKET,338b54bb83d0bfd2b32ed9c8b8ca25e139d63f87,2024-10-25 10:03:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,74864
2024-10-25,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-11-05,MEXICO,YES,2024-10-25,1984.0,MEXICO,Male,YAKIMA Fug Ops,c687b68015df97f60670eec2d1ffc5c419aa0b44,2024-10-25 12:13:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,288464
2024-10-25,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2007.0,HONDURAS,Female,SEATTLE NON-DETAINED DOCKET,cdd3f107ca7e6e472afe2315ef3c2c49a61eef09,2024-10-25 12:16:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,298945
2024-10-28,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-08,1976.0,MEXICO,Male,YAKIMA Fug Ops,bb67497b9f7323703da766f45aa1a915c926b792,2024-10-28 06:30:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,272265
2024-10-28,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-25,EL SALVADOR,YES,2024-11-12,2002.0,EL SALVADOR,Male,COYOTE RIDGE CORRECTIONS,cc52824e0949e59bce53d5de68553099c9eed1fd,2024-10-28 10:16:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,296799
2024-10-29,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-01-21,MEXICO,YES,2000-03-07,1973.0,MEXICO,Female,FEDERAL DETENTION CENTER (FDC),acb50b7b36304f552ac5ba0e8928c83150a8aafe,2024-10-29 08:26:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,250810
2024-10-29,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[16] Reinstated Final Order,,,NO,,1994.0,GUATEMALA,Male,SEATTLE NON-DETAINED DOCKET,d43db13e16742e83260726f7aade41c1e6b2a260,2024-10-29 09:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,308374
2024-10-30,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-09,MEXICO,YES,2025-06-18,1992.0,MEXICO,Male,YAKIMA Fug Ops,487270016ef2c3797251173b8ad3c531bd280783,2024-10-30 07:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,105253
2024-10-30,WASHINGTON,Chicago Area of Responsibility,Non-Detained Docket Control,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-11-14,NICARAGUA,YES,2016-05-26,1988.0,NICARAGUA,Male,A - U.S. MARSHALL - EASTERN DISTRICT OF WISCONSIN,fd1493992d5d1074184340a794d4946ae22a4c9b,2024-10-30 10:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,367402
2024-10-31,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-11-26,MEXICO,YES,2024-11-13,1991.0,MEXICO,Male,WASHINGTON STATE PENITENTIARY,1fa702cfde1f97bba9b09dd9a3fa2c1080191385,2024-10-31 07:40:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,46065
2024-10-31,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-01-17,MEXICO,YES,2024-12-14,1964.0,MEXICO,Male,MONROE TWIN RIVERS UNIT (TRU),46b2cf03f12fa5a3b2771b08ee082899f8e2d101,2024-10-31 09:58:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,102676
2024-10-31,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,2000.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,4e31ba5e24ca919bdd9b65be38c4f864d93e44e0,2024-10-31 13:36:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,113587
2024-11-01,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-11-26,MEXICO,YES,2019-04-22,1997.0,MEXICO,Female,FEDERAL DETENTION CENTER (FDC),e20af11730d76f5a711a0f7eb43c4020edffc557,2024-11-01 10:47:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,328268
2024-11-01,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,0-Withdrawal Permitted - I-275 Issued,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-06-25,CANADA,NO,,1974.0,CANADA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,f033dda5c3208b56ca03055c8e0648e27839f416,2024-11-01 17:39:10 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,348752
2024-11-04,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1990.0,GUATEMALA,Female,SEATTLE NON-DETAINED DOCKET,cd25e0e61d7b2b1b7896a5ad795cc9d890c74b55,2024-11-04 09:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,297988
2024-11-04,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-07,MEXICO,YES,2025-05-05,1994.0,MEXICO,Male,COYOTE RIDGE CORRECTIONS,fc7d9c078a723a4f5f3fa6ba330663a3c9dfbd0c,2024-11-04 10:08:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,366550
2024-11-04,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-11-12,MEXICO,YES,2000-11-08,1979.0,MEXICO,Male,FEDERAL DETENTION CENTER (FDC),feff7c30cf8af6484feb8b21c2a211b5d6d65a67,2024-11-04 10:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,370195
2024-11-04,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-12-03,MEXICO,YES,2024-11-19,1992.0,MEXICO,Male,COYOTE RIDGE CORRECTIONS,c2d5079166c91ca24ae2bf83aaee74dbcbe4a35d,2024-11-04 11:24:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,283168
2024-11-04,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-19,MEXICO,YES,2020-10-20,1985.0,MEXICO,Male,FEDERAL DETENTION CENTER (FDC),3c8bd1b7a95992d7a86150a866dd23389d6ead01,2024-11-04 11:46:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,87877
2024-11-04,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Located,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-22,PERU,YES,2025-04-02,1959.0,PERU,Male,"FDL GENERAL AREA, NON-SPECIFIC",e3080f4aa7c2abe9769fef66ed8a2cd9bf31c2d1,2024-11-04 17:55:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,329716
2024-11-05,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-19,MEXICO,YES,2024-11-13,1994.0,MEXICO,Female,FEDERAL DETENTION CENTER (FDC),151c111681c3c6583b2dedc78892e0ef717f9436,2024-11-05 06:58:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,30653
2024-11-05,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-12-03,MEXICO,YES,2024-11-13,2000.0,MEXICO,Male,FEDERAL DETENTION CENTER (FDC),6a9bc01a8cda7e95600ca8a9ab6f10390ba5fbe5,2024-11-05 11:30:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,154553
2024-11-05,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-26,MEXICO,YES,2024-11-19,1997.0,MEXICO,Female,FEDERAL DETENTION CENTER (FDC),51262e18b88f64e9e9aee5941160f893e7eba190,2024-11-05 11:52:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,117851
2024-11-06,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2025-08-15,1982.0,IRAQ,Male,FEDERAL DETENTION CENTER (FDC),98cdda5b03b88a288411c02051f2ea276c755870,2024-11-06 06:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,221791
2024-11-06,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1993.0,ECUADOR,Male,SEATTLE NON-DETAINED DOCKET,457e24fedd4bcd06ef27db2bc82e11b1e923e545,2024-11-06 09:13:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,100879
2024-11-07,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-12-16,MEXICO,YES,2016-04-26,1980.0,MEXICO,Male,"FDL GENERAL AREA, NON-SPECIFIC",3104b9bde7a54f2016968b8615e325ba9d42ba02,2024-11-07 06:57:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,71117
2024-11-07,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-16,1991.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,73acf639da6d604a13b9b3cd41093413bd75f663,2024-11-07 11:10:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,167770
2024-11-08,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,2010.0,RUSSIA,Female,SEATTLE NON-DETAINED DOCKET,21f30a37ff7bcbcc387aada38d60fc78cc16485f,2024-11-08 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,49289
2024-11-09,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,0-Withdrawal Permitted - I-275 Issued,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2024-12-20,MEXICO,NO,,1997.0,MEXICO,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,3730087f62258bad7012cbef7c36cebac0a81e5f,2024-11-09 18:19:12 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,80135
2024-11-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-01-07,MEXICO,YES,2024-11-12,1994.0,MEXICO,Male,YAKIMA Fug Ops,8633c5497cf7d397adbe5fac28b96b7e98f4e4f7,2024-11-12 05:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,194705
2024-11-12,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-13,MEXICO,YES,2024-02-29,1990.0,MEXICO,Female,SEATTLE NON-DETAINED DOCKET,21ba340bf1c1434c2ea7793171984447ca772d2c,2024-11-12 10:18:06 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,48994
2024-11-12,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-19,MEXICO,YES,2024-03-06,1981.0,MEXICO,Male,COYOTE RIDGE CORRECTIONS,868a3db39da80852af367c5ef23a95c4a63c250f,2024-11-12 10:20:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,195157
2024-11-12,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-13,MEXICO,YES,2024-02-29,2021.0,MEXICO,Male,SEATTLE NON-DETAINED DOCKET,1a570055d1b4292bc3094c3446f7253934df3652,2024-11-12 10:30:51 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,38352
2024-11-14,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,ERO Reprocessed Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-01-20,HONDURAS,YES,2025-01-07,1996.0,HONDURAS,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,a79c3efdf3f14bd5590d338213f199c31cdddf54,2024-11-14 20:30:00 UTC,True,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,243361
2024-11-15,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-12-10,MEXICO,YES,2024-12-02,1997.0,MEXICO,Male,YAKIMA Fug Ops,bee036ce587e3ccc107d0338b14ea2ba27eecb84,2024-11-15 06:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,277340
